order_id,order_date,customer_id,customer_location,payment_method,discount_applied,gross_amount,currency,status
ORD-2026-1055,2026-04-01 22:45:22,CUST-4728,Delhi,CREDIT_CARD,0.0,4925.27,INR,COMPLETED
ORD-2026-1056,2026-04-01 23:00:21,CUST-2137,Hyderabad,NETBANKING,0.0,4539.74,INR,COMPLETED
ORD-2026-1057,2026-04-01 23:15:43,CUST-9785,Hyderabad,NETBANKING,11.53,14726.67,INR,COMPLETED
ORD-2026-1058,2026-04-01 23:30:16,CUST-8119,Hyderabad,CREDIT_CARD,0.0,1054.73,INR,COMPLETED
ORD-2026-1059,2026-04-01 23:45:38,CUST-2894,Hyderabad,NETBANKING,19.01,14771.42,INR,COMPLETED
ORD-2026-1060,2026-04-02 00:00:00,CUST-9821,Bengaluru,NETBANKING,0.0,8038.85,INR,COMPLETED
ORD-2026-1061,2026-04-02 00:15:27,CUST-6409,Bengaluru,CREDIT_CARD,0.0,1514.62,INR,COMPLETED
ORD-2026-1062,2026-04-02 00:30:19,CUST-6344,Hyderabad,DEBIT_CARD,0.0,10169.95,INR,COMPLETED
ORD-2026-1063,2026-04-02 00:45:26,CUST-7211,Bengaluru,CREDIT_CARD,0.0,10141.48,INR,COMPLETED
ORD-2026-1064,2026-04-02 01:00:35,CUST-5978,Hyderabad,DEBIT_CARD,0.0,12589.01,INR,COMPLETED
ORD-2026-1065,2026-04-02 01:15:28,CUST-4501,Bengaluru,DEBIT_CARD,0.0,6911.32,INR,COMPLETED
ORD-2026-1066,2026-04-02 01:30:05,CUST-6491,Delhi,CREDIT_CARD,75.11,4614.9,INR,COMPLETED
ORD-2026-1067,2026-04-02 01:45:51,CUST-1400,Delhi,DEBIT_CARD,0.0,3387.38,INR,COMPLETED
ORD-2026-1068,2026-04-02 02:00:29,CUST-4185,Bengaluru,UPI,0.0,6509.39,INR,COMPLETED
ORD-2026-1069,2026-04-02 02:15:15,CUST-1090,Delhi,NETBANKING,0.0,2639.78,INR,COMPLETED
ORD-2026-1070,2026-04-02 02:30:33,CUST-5082,Delhi,CREDIT_CARD,0.0,7235.97,INR,COMPLETED
ORD-2026-1071,2026-04-02 02:45:42,CUST-6198,Hyderabad,NETBANKING,0.0,8201.41,INR,COMPLETED
ORD-2026-1072,2026-04-02 03:00:53,CUST-8305,Delhi,NETBANKING,0.0,13649.39,INR,COMPLETED
ORD-2026-1073,2026-04-02 03:15:16,CUST-5543,Bengaluru,NETBANKING,0.0,11400.76,INR,COMPLETED
ORD-2026-1074,2026-04-02 03:30:04,CUST-4841,Hyderabad,DEBIT_CARD,0.0,10846.4,INR,COMPLETED
ORD-2026-1075,2026-04-02 03:45:08,CUST-7275,Bengaluru,UPI,0.0,2687.04,INR,COMPLETED
ORD-2026-1076,2026-04-02 04:00:26,CUST-9890,Hyderabad,UPI,0.0,6410.19,INR,COMPLETED
ORD-2026-1077,2026-04-02 04:15:24,CUST-1320,Bengaluru,NETBANKING,0.0,13620.16,INR,COMPLETED
ORD-2026-1078,2026-04-02 04:30:48,CUST-7865,Bengaluru,DEBIT_CARD,0.0,6154.81,INR,COMPLETED
ORD-2026-1079,2026-04-02 04:45:14,CUST-8956,Delhi,CREDIT_CARD,0.0,4457.56,INR,COMPLETED
ORD-2026-1080,2026-04-02 05:00:46,CUST-8657,Delhi,NETBANKING,53.41,2893.15,INR,COMPLETED
ORD-2026-1081,2026-04-02 05:15:05,CUST-3223,Hyderabad,UPI,0.0,9819.87,INR,COMPLETED
ORD-2026-1082,2026-04-02 05:30:20,CUST-6355,Hyderabad,NETBANKING,0.0,3569.07,INR,COMPLETED
ORD-2026-1083,2026-04-02 05:45:16,CUST-8705,Delhi,DEBIT_CARD,0.0,12606.21,INR,COMPLETED
ORD-2026-1084,2026-04-02 06:00:41,CUST-1659,Delhi,DEBIT_CARD,19.94,1494.97,INR,COMPLETED
ORD-2026-1085,2026-04-02 06:15:08,CUST-2874,Bengaluru,CREDIT_CARD,46.5,7366.64,INR,COMPLETED
ORD-2026-1086,2026-04-02 06:30:38,CUST-2876,Delhi,DEBIT_CARD,10.81,9305.09,INR,COMPLETED
ORD-2026-1087,2026-04-02 06:45:43,CUST-7149,Hyderabad,DEBIT_CARD,19.83,13666.38,INR,COMPLETED
ORD-2026-1088,2026-04-02 07:00:44,CUST-2983,Bengaluru,CREDIT_CARD,0.0,11700.97,INR,COMPLETED
ORD-2026-1089,2026-04-02 07:15:42,CUST-9289,Bengaluru,NETBANKING,0.0,5873.28,INR,COMPLETED
ORD-2026-1090,2026-04-02 07:30:06,CUST-6934,Bengaluru,NETBANKING,45.97,6786.09,INR,COMPLETED
ORD-2026-1091,2026-04-02 07:45:11,CUST-5425,Bengaluru,NETBANKING,53.82,11140.03,INR,COMPLETED
ORD-2026-1092,2026-04-02 08:00:27,CUST-5397,Hyderabad,NETBANKING,83.07,12473.15,INR,COMPLETED
ORD-2026-1093,2026-04-02 08:15:15,CUST-7209,Hyderabad,DEBIT_CARD,0.0,11381.91,INR,COMPLETED
ORD-2026-1094,2026-04-02 08:30:13,CUST-5232,Hyderabad,CREDIT_CARD,0.0,5644.96,INR,COMPLETED
ORD-2026-1095,2026-04-02 08:45:00,CUST-4130,Delhi,DEBIT_CARD,0.0,7991.1,INR,COMPLETED
ORD-2026-1096,2026-04-02 09:00:35,CUST-8800,Bengaluru,NETBANKING,0.0,11493.39,INR,COMPLETED
ORD-2026-1097,2026-04-02 09:15:05,CUST-7625,Bengaluru,UPI,0.0,4766.42,INR,COMPLETED
ORD-2026-1098,2026-04-02 09:30:35,CUST-7971,Bengaluru,DEBIT_CARD,0.0,8198.37,INR,COMPLETED
ORD-2026-1099,2026-04-02 09:45:17,CUST-4777,Delhi,NETBANKING,0.0,4946.03,INR,COMPLETED
ORD-2026-1100,2026-04-02 10:00:47,CUST-4033,Delhi,UPI,0.0,8270.03,INR,COMPLETED
ORD-2026-1101,2026-04-02 10:15:37,CUST-9595,Bengaluru,DEBIT_CARD,0.0,14660.8,INR,COMPLETED
ORD-2026-1102,2026-04-02 10:30:14,CUST-5952,Delhi,CREDIT_CARD,0.0,5732.78,INR,COMPLETED
ORD-2026-1103,2026-04-02 10:45:03,CUST-3068,Bengaluru,DEBIT_CARD,49.09,8523.71,INR,COMPLETED
ORD-2026-1104,2026-04-02 11:00:30,CUST-4020,Delhi,DEBIT_CARD,0.0,6886.8,INR,COMPLETED
ORD-2026-1105,2026-04-02 11:15:52,CUST-9056,Delhi,UPI,0.0,1447.48,INR,COMPLETED
ORD-2026-1106,2026-04-02 11:30:09,CUST-5978,Delhi,UPI,11.85,2663.36,INR,COMPLETED
ORD-2026-1107,2026-04-02 11:45:38,CUST-4697,Bengaluru,NETBANKING,0.0,9143.84,INR,COMPLETED
ORD-2026-1108,2026-04-02 12:00:27,CUST-1986,Bengaluru,DEBIT_CARD,9.92,4928.01,INR,COMPLETED
ORD-2026-1109,2026-04-02 12:15:13,CUST-2330,Delhi,CREDIT_CARD,0.0,4337.37,INR,COMPLETED
ORD-2026-1110,2026-04-02 12:30:10,CUST-8381,Bengaluru,UPI,0.0,538.8,INR,COMPLETED
ORD-2026-1111,2026-04-02 12:45:14,CUST-5632,Bengaluru,UPI,7.12,4677.52,INR,COMPLETED
ORD-2026-1112,2026-04-02 13:00:37,CUST-4241,Hyderabad,DEBIT_CARD,0.0,10087.15,INR,COMPLETED
ORD-2026-1113,2026-04-02 13:15:52,CUST-1977,Delhi,CREDIT_CARD,0.0,2562.43,INR,COMPLETED
ORD-2026-1114,2026-04-02 13:30:07,CUST-5982,Bengaluru,DEBIT_CARD,0.0,7296.12,INR,COMPLETED
ORD-2026-1115,2026-04-02 13:45:28,CUST-1653,Hyderabad,NETBANKING,0.0,1666.41,INR,COMPLETED
ORD-2026-1116,2026-04-02 14:00:05,CUST-1339,Bengaluru,DEBIT_CARD,57.62,3819.4,INR,COMPLETED
ORD-2026-1117,2026-04-02 14:15:33,CUST-5557,Delhi,CREDIT_CARD,43.59,9946.89,INR,COMPLETED
ORD-2026-1118,2026-04-02 14:30:05,CUST-7690,Hyderabad,NETBANKING,0.0,7315.15,INR,COMPLETED
ORD-2026-1119,2026-04-02 14:45:26,CUST-5722,Bengaluru,CREDIT_CARD,81.36,10558.27,INR,COMPLETED
ORD-2026-1120,2026-04-02 15:00:29,CUST-5135,Hyderabad,UPI,0.0,1776.87,INR,COMPLETED
ORD-2026-1121,2026-04-02 15:15:55,CUST-1018,Bengaluru,NETBANKING,46.2,7961.65,INR,COMPLETED
ORD-2026-1122,2026-04-02 15:30:23,CUST-9167,Bengaluru,CREDIT_CARD,0.0,9528.19,INR,COMPLETED
ORD-2026-1123,2026-04-02 15:45:35,CUST-5719,Hyderabad,CREDIT_CARD,48.47,2399.69,INR,COMPLETED
ORD-2026-1124,2026-04-02 16:00:10,CUST-1224,Bengaluru,CREDIT_CARD,0.0,5005.88,INR,COMPLETED
ORD-2026-1125,2026-04-02 16:15:29,CUST-3522,Hyderabad,UPI,29.19,14232.38,INR,COMPLETED
ORD-2026-1126,2026-04-02 16:30:53,CUST-8736,Delhi,DEBIT_CARD,0.0,7496.24,INR,COMPLETED
ORD-2026-1127,2026-04-02 16:45:12,CUST-9327,Bengaluru,NETBANKING,86.4,13867.09,INR,COMPLETED
ORD-2026-1128,2026-04-02 17:00:21,CUST-9318,Hyderabad,NETBANKING,28.28,14046.6,INR,COMPLETED
ORD-2026-1129,2026-04-02 17:15:55,CUST-9824,Hyderabad,NETBANKING,0.0,2654.63,INR,COMPLETED
ORD-2026-1130,2026-04-02 17:30:29,CUST-4090,Bengaluru,NETBANKING,0.0,14026.36,INR,COMPLETED
ORD-2026-1131,2026-04-02 17:45:02,CUST-8749,Bengaluru,CREDIT_CARD,38.12,5113.56,INR,COMPLETED
ORD-2026-1132,2026-04-02 18:00:02,CUST-6439,Delhi,CREDIT_CARD,44.03,2330.57,INR,COMPLETED
ORD-2026-1133,2026-04-02 18:15:00,CUST-7717,Bengaluru,NETBANKING,7.48,10975.44,INR,COMPLETED
ORD-2026-1134,2026-04-02 18:30:39,CUST-2315,Hyderabad,DEBIT_CARD,85.93,10544.22,INR,COMPLETED
ORD-2026-1135,2026-04-02 18:45:45,CUST-8994,Bengaluru,DEBIT_CARD,0.0,13367.86,INR,COMPLETED
ORD-2026-1136,2026-04-02 19:00:43,CUST-4727,Bengaluru,CREDIT_CARD,0.0,13853.47,INR,COMPLETED
ORD-2026-1137,2026-04-02 19:15:28,CUST-5906,Delhi,UPI,0.0,2912.29,INR,COMPLETED
ORD-2026-1138,2026-04-02 19:30:18,CUST-8056,Delhi,UPI,0.0,5697.72,INR,COMPLETED
ORD-2026-1139,2026-04-02 19:45:11,CUST-7267,Bengaluru,CREDIT_CARD,0.0,1645.04,INR,COMPLETED
ORD-2026-1140,2026-04-02 20:00:29,CUST-8529,Hyderabad,CREDIT_CARD,0.0,9749.62,INR,COMPLETED
ORD-2026-1141,2026-04-02 20:15:57,CUST-9955,Delhi,NETBANKING,0.0,4670.66,INR,COMPLETED
ORD-2026-1142,2026-04-02 20:30:27,CUST-8484,Hyderabad,DEBIT_CARD,0.0,10509.55,INR,COMPLETED
ORD-2026-1143,2026-04-02 20:45:06,CUST-6881,Bengaluru,NETBANKING,0.0,3939.48,INR,COMPLETED
ORD-2026-1144,2026-04-02 21:00:53,CUST-5497,Delhi,DEBIT_CARD,0.0,10044.33,INR,COMPLETED
ORD-2026-1145,2026-04-02 21:15:58,CUST-9138,Hyderabad,UPI,0.0,9292.89,INR,COMPLETED
ORD-2026-1146,2026-04-02 21:30:40,CUST-5106,Bengaluru,DEBIT_CARD,0.0,3256.91,INR,COMPLETED
ORD-2026-1147,2026-04-02 21:45:06,CUST-1645,Hyderabad,CREDIT_CARD,0.0,13599.35,INR,COMPLETED
ORD-2026-1148,2026-04-02 22:00:08,CUST-5835,Hyderabad,DEBIT_CARD,0.0,1806.93,INR,COMPLETED
ORD-2026-1149,2026-04-02 22:15:50,CUST-6994,Bengaluru,CREDIT_CARD,0.0,8321.41,INR,COMPLETED
ORD-2026-1150,2026-04-02 22:30:58,CUST-8894,Hyderabad,CREDIT_CARD,0.0,12458.0,INR,COMPLETED
ORD-2026-1151,2026-04-02 22:45:29,CUST-3306,Delhi,UPI,72.42,14461.95,INR,COMPLETED
ORD-2026-1152,2026-04-02 23:00:50,CUST-5332,Bengaluru,DEBIT_CARD,0.0,6221.33,INR,COMPLETED
ORD-2026-1153,2026-04-02 23:15:24,CUST-7086,Delhi,DEBIT_CARD,0.0,12425.05,INR,COMPLETED
ORD-2026-1154,2026-04-02 23:30:39,CUST-6374,Bengaluru,UPI,0.0,13321.41,INR,COMPLETED
ORD-2026-1155,2026-04-02 23:45:58,CUST-7689,Delhi,NETBANKING,0.0,10665.62,INR,COMPLETED
ORD-2026-1156,2026-04-03 00:00:07,CUST-9807,Delhi,DEBIT_CARD,0.0,1909.28,INR,COMPLETED
ORD-2026-1157,2026-04-03 00:15:37,CUST-3531,Hyderabad,NETBANKING,0.0,11262.9,INR,COMPLETED
ORD-2026-1158,2026-04-03 00:30:39,CUST-5583,Delhi,NETBANKING,0.0,6417.68,INR,COMPLETED
ORD-2026-1159,2026-04-03 00:45:28,CUST-6942,Delhi,NETBANKING,36.73,14283.05,INR,COMPLETED
ORD-2026-1160,2026-04-03 01:00:25,CUST-3001,Hyderabad,DEBIT_CARD,0.0,4500.28,INR,COMPLETED
ORD-2026-1161,2026-04-03 01:15:03,CUST-4990,Delhi,UPI,0.0,11908.52,INR,COMPLETED
ORD-2026-1162,2026-04-03 01:30:53,CUST-4394,Bengaluru,UPI,0.0,11594.78,INR,COMPLETED
ORD-2026-1163,2026-04-03 01:45:50,CUST-1046,Hyderabad,DEBIT_CARD,14.47,13557.7,INR,COMPLETED
ORD-2026-1164,2026-04-03 02:00:07,CUST-1422,Delhi,DEBIT_CARD,0.0,10085.34,INR,COMPLETED
ORD-2026-1165,2026-04-03 02:15:20,CUST-5347,Delhi,CREDIT_CARD,0.0,728.83,INR,COMPLETED
ORD-2026-1166,2026-04-03 02:30:47,CUST-8344,Hyderabad,UPI,0.0,1421.59,INR,COMPLETED
ORD-2026-1167,2026-04-03 02:45:32,CUST-1710,Bengaluru,NETBANKING,0.0,3712.47,INR,COMPLETED
ORD-2026-1168,2026-04-03 03:00:41,CUST-1996,Hyderabad,DEBIT_CARD,42.63,14478.38,INR,COMPLETED
ORD-2026-1169,2026-04-03 03:15:45,CUST-2204,Delhi,NETBANKING,0.0,13690.66,INR,COMPLETED
ORD-2026-1170,2026-04-03 03:30:08,CUST-9984,Bengaluru,UPI,0.0,4487.73,INR,COMPLETED
ORD-2026-1171,2026-04-03 03:45:32,CUST-2624,Bengaluru,DEBIT_CARD,0.0,9278.69,INR,COMPLETED
ORD-2026-1172,2026-04-03 04:00:28,CUST-7779,Hyderabad,CREDIT_CARD,39.87,13377.32,INR,COMPLETED
ORD-2026-1173,2026-04-03 04:15:20,CUST-5176,Hyderabad,UPI,68.68,6688.08,INR,COMPLETED
ORD-2026-1174,2026-04-03 04:30:05,CUST-2527,Hyderabad,UPI,0.0,12560.69,INR,COMPLETED
ORD-2026-1175,2026-04-03 04:45:35,CUST-6400,Bengaluru,DEBIT_CARD,0.0,1369.72,INR,COMPLETED
ORD-2026-1176,2026-04-03 05:00:55,CUST-1842,Hyderabad,NETBANKING,0.0,13779.73,INR,COMPLETED
ORD-2026-1177,2026-04-03 05:15:36,CUST-3535,Bengaluru,UPI,0.0,7857.48,INR,COMPLETED
ORD-2026-1178,2026-04-03 05:30:23,CUST-5564,Bengaluru,DEBIT_CARD,0.0,2165.84,INR,COMPLETED
ORD-2026-1179,2026-04-03 05:45:38,CUST-5381,Delhi,UPI,0.0,13971.72,INR,COMPLETED
ORD-2026-1180,2026-04-03 06:00:22,CUST-3347,Bengaluru,DEBIT_CARD,0.0,588.53,INR,COMPLETED
ORD-2026-1181,2026-04-03 06:15:40,CUST-2503,Bengaluru,CREDIT_CARD,0.0,14591.25,INR,COMPLETED
ORD-2026-1182,2026-04-03 06:30:29,CUST-7062,Hyderabad,NETBANKING,0.0,5442.99,INR,COMPLETED
ORD-2026-1183,2026-04-03 06:45:56,CUST-3579,Bengaluru,UPI,0.0,1262.83,INR,COMPLETED
ORD-2026-1184,2026-04-03 07:00:42,CUST-8242,Hyderabad,DEBIT_CARD,0.0,6648.21,INR,COMPLETED
ORD-2026-1185,2026-04-03 07:15:22,CUST-5640,Bengaluru,UPI,0.0,6733.75,INR,COMPLETED
ORD-2026-1186,2026-04-03 07:30:14,CUST-1897,Delhi,DEBIT_CARD,0.0,6231.32,INR,COMPLETED
ORD-2026-1187,2026-04-03 07:45:18,CUST-1126,Hyderabad,CREDIT_CARD,0.0,5257.77,INR,COMPLETED
ORD-2026-1188,2026-04-03 08:00:34,CUST-9196,Bengaluru,CREDIT_CARD,80.62,10703.23,INR,COMPLETED
ORD-2026-1189,2026-04-03 08:15:55,CUST-8147,Delhi,NETBANKING,0.0,11259.6,INR,COMPLETED
ORD-2026-1190,2026-04-03 08:30:27,CUST-7843,Hyderabad,DEBIT_CARD,0.0,8814.3,INR,COMPLETED
ORD-2026-1191,2026-04-03 08:45:51,CUST-8538,Bengaluru,DEBIT_CARD,8.81,14240.41,INR,COMPLETED
ORD-2026-1192,2026-04-03 09:00:37,CUST-2288,Hyderabad,CREDIT_CARD,74.58,6306.52,INR,COMPLETED
ORD-2026-1193,2026-04-03 09:15:04,CUST-2868,Bengaluru,DEBIT_CARD,0.0,7902.01,INR,COMPLETED
ORD-2026-1194,2026-04-03 09:30:46,CUST-3419,Delhi,DEBIT_CARD,0.0,14394.24,INR,COMPLETED
ORD-2026-1195,2026-04-03 09:45:38,CUST-2234,Delhi,CREDIT_CARD,62.79,2716.61,INR,COMPLETED
ORD-2026-1196,2026-04-03 10:00:43,CUST-6295,Bengaluru,NETBANKING,0.0,13900.24,INR,COMPLETED
ORD-2026-1197,2026-04-03 10:15:30,CUST-5961,Hyderabad,UPI,0.0,6912.02,INR,COMPLETED
ORD-2026-1198,2026-04-03 10:30:19,CUST-1616,Delhi,UPI,0.0,7195.27,INR,COMPLETED
ORD-2026-1199,2026-04-03 10:45:41,CUST-2479,Bengaluru,UPI,0.0,13031.63,INR,COMPLETED
ORD-2026-1200,2026-04-03 11:00:37,CUST-1672,Hyderabad,NETBANKING,57.17,8537.59,INR,COMPLETED
ORD-2026-1201,2026-04-03 11:15:30,CUST-2013,Hyderabad,DEBIT_CARD,0.0,7769.83,INR,COMPLETED
ORD-2026-1202,2026-04-03 11:30:05,CUST-3827,Delhi,DEBIT_CARD,0.0,7815.96,INR,COMPLETED
ORD-2026-1203,2026-04-03 11:45:33,CUST-3600,Hyderabad,NETBANKING,0.0,8079.85,INR,COMPLETED
ORD-2026-1204,2026-04-03 12:00:26,CUST-1857,Bengaluru,NETBANKING,0.0,11729.74,INR,COMPLETED
ORD-2026-1205,2026-04-03 12:15:35,CUST-5655,Hyderabad,DEBIT_CARD,0.0,10336.5,INR,COMPLETED
ORD-2026-1206,2026-04-03 12:30:05,CUST-3317,Hyderabad,CREDIT_CARD,0.0,8949.72,INR,COMPLETED
ORD-2026-1207,2026-04-03 12:45:08,CUST-2388,Hyderabad,NETBANKING,0.0,9128.1,INR,COMPLETED
ORD-2026-1208,2026-04-03 13:00:42,CUST-9624,Delhi,DEBIT_CARD,0.0,10691.05,INR,COMPLETED
ORD-2026-1209,2026-04-03 13:15:23,CUST-4509,Hyderabad,DEBIT_CARD,48.63,4978.56,INR,COMPLETED
ORD-2026-1210,2026-04-03 13:30:04,CUST-2657,Bengaluru,CREDIT_CARD,0.0,4788.99,INR,COMPLETED
ORD-2026-1211,2026-04-03 13:45:42,CUST-3147,Bengaluru,UPI,0.0,5383.08,INR,COMPLETED
ORD-2026-1212,2026-04-03 14:00:49,CUST-3712,Bengaluru,CREDIT_CARD,0.0,9558.74,INR,COMPLETED
ORD-2026-1213,2026-04-03 14:15:46,CUST-8277,Bengaluru,DEBIT_CARD,0.0,3944.19,INR,COMPLETED
ORD-2026-1214,2026-04-03 14:30:14,CUST-6070,Hyderabad,NETBANKING,19.4,8243.16,INR,COMPLETED
ORD-2026-1215,2026-04-03 14:45:29,CUST-7256,Bengaluru,NETBANKING,0.0,11656.86,INR,COMPLETED
ORD-2026-1216,2026-04-03 15:00:08,CUST-1854,Bengaluru,CREDIT_CARD,0.0,13158.53,INR,COMPLETED
ORD-2026-1217,2026-04-03 15:15:45,CUST-3042,Hyderabad,UPI,0.0,12765.44,INR,COMPLETED
ORD-2026-1218,2026-04-03 15:30:57,CUST-8167,Delhi,DEBIT_CARD,22.2,7943.61,INR,COMPLETED
ORD-2026-1219,2026-04-03 15:45:26,CUST-9224,Hyderabad,DEBIT_CARD,0.0,1272.22,INR,COMPLETED
ORD-2026-1220,2026-04-03 16:00:01,CUST-2623,Bengaluru,DEBIT_CARD,0.0,5120.93,INR,COMPLETED
